"# of Fireplaces","Address - City","Address - Street Complete","Address - Zip Code","Architectural Style","Bedrooms And Possible Bedrooms","Close Date","Close Price","Cooling","DOM","Exterior Features","Fireplace Features","Full Bathrooms","Garage Spaces","Heating","Levels","List Price","Listing Date","Listing Number","Lot Size - Acres","Lot Size - Sq Ft","On Market Date","Original Price","Parking Features","Partial Bathrooms","Patio And Porch Features","Pending Date","Pool","Pool Features","Property Type","Public Remarks","Square Footage","Status","Subdivision","Year Built Details"
"0","Nevada City","18253 Green Ravine Rd","95959","Cabin","1","","0.00","Other","17","","","1","2","Wood Stove","Two","398000.00","05/08/25","225059123","12.8800","561053","05/08/25","398000.00","RV Access,Detached,Workshop in Garage","0","Covered Patio","","No","","Residential","A SLICE OF HEAVEN. 1 BED, 1 BATH COUNTRY CABIN AT THE END OF THE ROAD. OFF GRID, SOLAR, BATTERY BACK UP, AND GENERATOR. PEACE AND QUIET AND BEAUTIFUL FOREST SURROUNDS THIS  MODERN RETREAT. SEVERAL FOOD GARDENS, FRUIT TREES AND EZ LANDSCAPING ARE READY FOR YOUR ENJOYMENT. IF YOU ARE LOOKING FOR SOLITUDE, OFF GRID LIVING, LOOK NO FURTHER.","1014","Active","","Unknown"
"1","Grass Valley","11103 Lime Kiln Rd","95949","","3","","0.00","Ceiling Fan(s),See Remarks,Other","16","","Wood Burning","2","2","Wood Stove,See Remarks,Other","","599000.00","05/07/25","225059244","2.0300","88427","05/09/25","599000.00","RV Possible,Garage Door Opener,Uncovered Parking Spaces 2+,Guest Parking Available","0","Uncovered Deck","","Yes","Above Ground,Pool Cover","Residential","Step into your own storybook escape-this sunny, 2-acre property blends charm, comfort, and modern upgrades to create the ultimate retreat. Turnkey and thoughtfully updated, the main home features fresh interior paint, new flooring, a stylishly remodeled kitchen, and a bright, open layout with 2 bedrooms and 1 bath. A separate space above the oversized garage offers soaring ceilings, Living, bedroom and bathroom space with generous windows, and flexible living or workspace ideal for guests, multigenerational living, or a home studio. Outside, the magic continues: float the summer away in the above ground pool, explore the amazing treehouse, zip line across the yard, or simply unwind on the wraparound deck. Extensive tree clearing has enhanced both fire safety and usable land, making the property feel open yet private. Other highlights include a new pool pump and filter, well pump, 200-amp service, V3 solar, Starlink internet (transferable), and plenty of parking for your boat or RV. Come see this unique property today.","1482","Active","","1989"
"1","Auburn","23523 Darkhorse Dr","95602","","4","","0.00","Central","17","","Other","3","3","Central","","1229000.00","05/08/25","225059928","0.4800","20909","05/08/25","1229000.00","Attached","0","","","No","","Residential","BEAUTIFUL Darkhorse Golf Club Community awaits! This NEW CONSTRUCTION single story home is just over 2,900 SQFT, 4 bedrooms & 3 bathrooms and a large 3 Car garage with OWNED SOLAR. Great Room concept with 12 foot ceilings with a LARGE Flat usable backyard which has local views of the valley and sit on the 9th hole.","2914","Active","","2025"
"0","Grass Valley","13397 Devin Ln","95949","","4","","0.00","Central","16","","","3","4","Central","","520000.00","05/09/25","225060018","0.6300","27443","05/09/25","550000.00","24'+ Deep Garage,Attached,RV Access,Covered,Detached,Uncovered Parking Spaces 2+","0","","","No","","Residential","Welcome to 13397 Devin Ln, a spacious 4-bedroom, 3-bath home nestled on a peaceful 0.63-acre lot in Grass Valley. Featuring approximately 2,000 sq ft of living space, this versatile property includes a full downstairs suite with private access, ideal for multi-generational living or guests. The upper level offers a bright, open layout with vaulted ceilings, large windows, a functional kitchen with dining area and exterior deck access. Enjoy outdoor living on the large deck surrounded by towering pines, new UV well light filtration, back up generator, 2024 Starlink Satellite installed and included,  2-car attached garage, additional detached 2-car garage/workshop and ample parking including RV space. Offers incredible enjoyment in a serene, convenient location with no HOA and a very flat lot.","2000","Active","","1978"
"1","Nevada City","13712 Altair Dr","95959","","3 (4)","","0.00","Central","16","","Insert,Gas Log","2","5","Central,Fireplace(s),Natural Gas","","1225000.00","05/09/25","225054703","1.9100","83200","05/09/25","1225000.00","24'+ Deep Garage,Attached,RV Garage Attached,Detached,Garage Door Opener,Garage Facing Front,Workshop in Garage","2","Covered Patio","","No","","Residential","Welcome to this stunning custom home offering luxury and privacy. Situated on 1.91 acres, it has functionality and convenience. It is surrounded by 84 acres of HOA owned  forest and a 1.5-mile trail that wanders through the trees. A circular driveway leads to a  spacious garage, and an oversized heated bay perfect for an RV or workshop. The  space includes a  bath. A separate garage offers additional space. The home is  designed for single-level living, with the garages serviced by a dumb waiter. Inside, a  well-appointed space of 2656 square feet features 3 bedrooms and 2.5 baths. The open  floor plan includes vaulted ceilings and large windows that fill the home with natural  light. A gourmet kitchen with granite counters, gas fireplace, and oak hardwood floors  create an inviting and sophisticated atmosphere. Enjoy formal meals in the dining room  or casual dining in the kitchen nook. A dedicated office provides the perfect work-from-  home space, while the luxurious primary suite includes a private outdoor entrance, a  large soaking tub. Additional highlights of the home include a Jack-and-Jill bath  between the guest rooms, a whole-house natural gas generator, owned 5kW solar  system, city water, natural gas, high-speed internet, central vacuum, and newer HVAC.","2655","Active","Altair","2004"
"1","Grass Valley","11860 Surrey Dr","95949","Ranch,Contemporary","3","","0.00","Ceiling Fan(s)","17","Entry Gate","Living Room,Wood Burning,Wood Stove","2","0","Propane,Radiant Floor,Solar Heating,Wood Stove","","825000.00","05/06/25","225059154","20.1100","875992","05/08/25","825000.00","RV Possible,Detached,Garage Facing Front,Uncovered Parking Spaces 2+,Guest Parking Available","0","Front Porch,Back Porch,Covered Patio","","No","","Residential","Welcome to 11860 Surrey Drive! Designed by nationally recognized architect David Wright, this exceptional custom 1,843 sq. ft. off-grid home is a masterpiece of sustainable living....yet in an upscale development with all the  amenities. Nestled on a sprawling 20-acres w/long range views, this property offers unparalleled privacy and self sufficiency. New Gated private driveway ($30,000 in 2025) leads you to the the fully sustained 3 b/r, 2 ba single-story home with whole house generator, owned solar panels and battery system, ensuring a reliable eco-friendly power source. Soaring ceilings, concrete stained floors w/radiant heat, and SIP Insulation all offering a strong, energy-efficient, and airtight construction method. Simple but elegant. Cement siding, covered front & rear porch's, outdoor shower, custom double Carport w/room for your vehicles & storage, seasonal stream, meadows, rock outcroppings, custom Chicken Coop, storage sheds with plenty of room for expansion and an ADU. Water needs are met with a well & a 1,500-gallon holding tank, providing ample supply for daily use for the orchard and fenced garden areas. Southern Exposure make it perfect for a vineyard. The entire 20 acres is securely fenced, a $50,000 enhancement. This is an exceptional property and will impress!","1843","Active","Golden Oaks","2004"
"1","Penn Valley","17862 Foxtail Dr","95946","Contemporary,Traditional","4","","0.00","Ceiling Fan(s),Evaporative Cooler","16","Balcony","Family Room,Free Standing,Gas Piped","3","2","Central,Propane Stove","","539000.00","05/08/25","225060122","0.4000","17424","05/09/25","539000.00","Attached,RV Possible,Garage Facing Front,Guest Parking Available","0","Front Porch,Uncovered Deck,Uncovered Patio","","No","","Residential","This stunning residence features updated decks overlooking a serene creek on a spacious private lot, w/ the added benefit of adjoining a green belt for enhanced privacy. The home offers two distinct living quarters: the upper level comprises three generous bedrooms, a spacious living room w/ a cozy stove fireplace, a well-appointed kitchen, two bathrooms, and a laundry area. The lower level features a separate entrance from both the exterior and interior, showcasing a large great room w/ new flooring, a newly remodeled galley kitchen, a bedroom, bathroom, and a dedicated laundry space. The property includes a two-car garage. Spanning 2,256 sq ft, this residence offers versatile living options, ideal for utilizing one floor while renting out the other. Positioned within the gated community of Lake Wildwood in the Sierra Foothills, this home enjoys access to amenities such as an 18-hole golf course, clubhouse, restaurant, pro shop, 320-acre waterski lake w/ a slalom course, marina, five lakeside parks, children's play areas, pickleball & tennis courts, & bocce ball facilities. Located just an hour away from Lake Tahoe & Sacramento Airport, & in proximity to historic Grass Valley & Nevada City.","2256","Active","","1985"
"2","Penn Valley","18216 Chaparral Dr","95946","Contemporary,Farmhouse","3 (4)","","0.00","Ceiling Fan(s),Central,Whole House Fan","16","Balcony,BBQ Built-In","Insert,Living Room,Master Bedroom,Gas Log","3","2","Propane,Central,Propane Stove,Fireplace(s)","Two","1450000.00","05/09/25","225054264","0.6000","26136","05/09/25","1450000.00","Attached,Boat Dock,Boat Storage,Garage Door Opener,Garage Facing Front,Uncovered Parking Spaces 2+","0","Front Porch,Covered Deck,Uncovered Deck","","No","","Residential","Amazing updated, waterfront home in Lake Wildwood. Beautiful custom features throughout. Kitchen features a large center island with marble counters, walk-in pantry and upgraded appliances. Great living area for entertaining leads out to the large rear deck area with a built-in BBQ, beautiful waterfall and stunning lake views. The master suite has a private balcony, fireplace, custom tile and stonework and large walk-in closet. Two additional bedrooms plus the kids' area full bath and laundry room are conveniently located near the bedrooms. The .6-acre lot is beautifully landscaped with a paved access to the water's edge, patio area and boat dock area. Fantastic location just minutes to the 18-hole championship golf course, clubhouse and lakeside parks. Buyer to pay the RRA fee of $2736.00 to LWWA at closing.","2949","Active","Lake Wildwood","1977"
"2","Nevada City","13027 Robin Rd","95959","French,French Normandy,Contemporary,Cottage,Craftsman","4","","0.00","Ceiling Fan(s),Central,Whole House Fan,MultiUnits,MultiZone","16","Balcony,Fireplace,Covered Courtyard,Fire Pit","Master Bedroom,Den,Gas Log","5","4","Central,Natural Gas,Oil","One","4499999.00","05/09/25","225060342","2.3100","100624","05/09/25","4499999.00","Assigned,Covered,RV Possible,Side-by-Side,Enclosed,Garage Door Opener,Guest Parking Available","2","Front Porch,Uncovered Deck,Covered Patio,Uncovered Patio","","No","","Residential","Behold a residence of unparalleled distinction-more than a mere home, it is the pinnacle of luxury and refinement. Nestled in the grandeur of the Sierra Nevadas, just moments from the historic charm of Nevada City and Grass Valley, this estate offers a lifestyle where elegance and nature converge in harmonious splendor.    This timeless French Country manor, set on 2.3 private acres, spans 5,000 sq ft of meticulously designed living space (7,000 sq ft under roof). Featuring 4 expansive bedrooms and 7 exquisitely appointed baths, it is a sanctuary of comfort and grace. A noble 4-car garage, 3 carport spaces, and sculpted metal gates invite you onto the property. The grounds include a handcrafted timber gazebo with firepit, and a 25,000-gallon koi pond in the rear, while the front entrance is graced by a tranquil waterfall and koi pond.    Illuminated by Bevelo natural gas lanterns, this estate radiates warmth. Two elegant gas fireplaces, including one in the master suite, and three outdoor firepits, offer year-round enjoyment. Entertain in the opulent lounge and fully equipped bar, or indulge in cinematic splendor in the home theater.    This estate is a legacy of luxury, a citadel of sophistication, and a sanctuary of timeless beauty.","5000","Active","","2004"
"1","Nevada City","13689 Brannon Ct","95959","Ranch","3","","0.00","Central","13","","Gas Log","2","2","Central,Fireplace(s)","One","899000.00","05/09/25","225060358","5.3000","230868","05/12/25","899000.00","Attached,Boat Storage,RV Access,Deck,RV Storage","0","","","No","","Residential","TWO HOMES ON 5 PRIVATE ACRES - NEVADA CITY AIRBNB RETREAT!  TURNKEY INVESTMENT OR PERSONAL SANCTUARY! This beautifully renovated NEVADA CITY property features TWO FULLY UPGRADED HOMES - THE RIDGE (MAIN HOUSE) and THE NEST (GUEST HOUSE) - on 5 STUNNING ACRES.    Currently thriving as SHORT-TERM RENTALS, both homes have been extensively updated INSIDE AND OUT, including:  NEW ROOFS, NEW KITCHENS, NEW HVAC SYSTEMS, REMODELED BATHROOMS, NEW DECKS, BACKUP GENERATORS, and MUCH MORE. Enjoy PRIVACY, CHARM, and INCOME POTENTIAL just minutes from DOWNTOWN NEVADA CITY.  Perfect for MULTI-GENERATIONAL LIVING, RENTAL INCOME, or your own PEACEFUL ESCAPE.","1494","Active","","2005"
"1","Nevada City","16086 Countrywood Ln","95959","Craftsman","3","","0.00","Ceiling Fan(s),Central","16","","Living Room,Gas Log","2","2","Central","One","865000.00","05/09/25","225058260","2.5000","108900","05/09/25","865000.00","Attached,RV Access,RV Possible,Garage Door Opener,Garage Facing Front","0","Awning,Front Porch,Uncovered Deck","","No","","Residential","This IMPECCABLE CUSTOM 3 bedroom, 2 bath home. Ten years NEW offers a GOURMET kitchen with CUSTOM ALDER cabinetry, solid GRANITE counter tops throughout, and stainless appliances. Vaulted ceilings, hardwood hickory floors and a gas fireplace are just a few of the custom features you will find in this CUSTOM built home. Fire sprinklers are a plus as well as the Generac Generator. With an OPEN an AIRY floorplan, and windows galore illuminating NATURAL light throughout. The views of the local mountains and fir trees are breathtaking, with a seasonal CREEK that flows through the property. The large TREX deck is perfect for relaxing or entertaining guest, with plenty of PEACE and QUIET to take in NATURE. THIS HOME IS A ONE OF A KIND. Designed originally for possible expansion as well. Located just minutes to Town! This Gem won't last long!!!","2486","Active","","2015"
"2","Nevada City","13015 Lee Ln","95959","","2","","0.00","Central","16","","Living Room,Master Bedroom","2","2","Central,Fireplace(s)","One","680000.00","05/09/25","225060381","2.0000","87120","05/09/25","680000.00","Attached,RV Access,Covered,Uncovered Parking Spaces 2+","0","Uncovered Patio,Enclosed Patio","","No","","Residential","BACK ON THE MARKET!  This lovely 2 bed, 2 bath spacious home is set back from the road and surrounded by 365 degrees of property. Walk into the home and make your way to the lovely outdoor enclosed garden area, accessible from the kitchen or the master.  Enjoy a cup of coffee by one of two fireplaces, or enjoy the large screened in sun room looking out to a partially fenced portion of yard.  Through the hall, you will find the 2 bedrooms and an inside laundry room complete with storage.  Enclosed dog run off the back, garden shed, and so much potential! The home is large, and open, and is just waiting for someone to make it their own.","2526","Active","","1997"
"0","Nevada City","12426 Cascade Way","95959","Contemporary","3","","0.00","Central","16","","","2","2","Central,Natural Gas","One","629900.00","05/09/25","225058805","0.8900","38768","05/09/25","629900.00","RV Access,Garage Door Opener,Garage Facing Front","0","Uncovered Deck","","No","","Residential","Modern Comfort Meets Timeless Charm. Spacious Single-Story Home on Nearly an Acre! Welcome to your serene retreat! This beautifully maintained 3-bd, 2-ba single-story home offers 1,876 sq ft of living space situated on .88 usable acre of land with lots of mature trees ideal for outdoor living on the large deck to enjoy the peaceful setting. Step inside to discover soaring vaulted wood ceilings in the entry, living room, & formal dining area that bring warmth & character to the open layout. The heart of the home starts with the comfortable living room with gas fireplace, the kitchen features granite tile counters & is equipped with a trash compactor & newer dishwasher, formal dining area ready for weeknight dinners or entertaining guests. The flooring throughout is a tasteful mix of carpet, laminate, and tile, providing both comfort & easy maintenance. Updates include newer doors, jambs, & baseboards, as well as triple-pane windows for energy efficiency & quiet. Enjoy the benefits of piped & treated water, natural gas, & a newer HVAC system to keep you comfortable year-round. A 40-year roof & newer water heater offer peace of mind & long-term value. Additional features include a spacious finished garage, plenty of storage throughout, circular driveway & potential RV parking","1876","Active","","1985"
"2","Grass Valley","17444 Troy Ct","95949","Mid-Century","4 (5)","","0.00","Ceiling Fan(s),Central","12","Balcony,Entry Gate","Living Room,Master Bedroom,Pellet Stove,Family Room,Gas Log","4","7","Central,Wood Stove","Three Or More","925000.00","05/09/25","225060446","7.7000","335412","05/13/25","925000.00","Attached,RV Garage Attached,RV Storage,Enclosed,Guest Parking Available,Workshop in Garage,Mechanical Lift","0","Front Porch,Back Porch,Covered Deck,Uncovered Deck","","No","","Residential","Breathtaking views, exceptional privacy, and space for all your needs! Tucked at the end of a quiet cul-de-sac, this peaceful retreat sits on 2 parcels totaling 7.7 acres and offers OWNED SOLAR, making it as efficient as it is inviting. Mid-century Modern meets Tahoe with glorious natural light. Flexible floorplan with 4-5 bedrooms and 4 full baths, this home is ideal for multi-generational living. The spacious kitchen features VIEWS, granite counters, upgraded flooring and paint, and ample storage - perfect for hosting and entertaining. Start your day with coffee on the private deck overlooking the Sierra foothills and end up in the Hot Tub under the stars. The romantic primary suite boasts a fireplace, walk-in closet, oversized shower, and soaking tub. Main floor living with a guest bed/bath, office and laundry. Upstairs offers additional living space with a bedroom and bathroom. A separate 1 bed/1 bath in-law unit with private entrance and deck or enjoy as great family space or AirBnB potential. For the car enthusiast or hobbyist, enjoy two 2-car garages, a 25' RV garage with lift, a workshop, and space for 7+ vehicles. There's room for all your toys! Offered AS IS. Views, privacy, and versatility await! Come enjoy all that the Foothills Lifestyle has to offer.","4420","Active","","1984"
"2","Rough and Ready","10246 Ranch Rd","95975","Contemporary,Craftsman","4","","0.00","Central","16","Balcony","Brick,Living Room,Raised Hearth,Family Room,Other","3","2","Central,Fireplace(s)","Two","850000.00","05/08/25","225059897","9.7300","423839","05/09/25","850000.00","Attached,Garage Facing Front,Uncovered Parking Spaces 2+","0","Awning,Front Porch,Uncovered Deck,Uncovered Patio","","No","","Residential","Refined Living in Rough & Ready Ranch Estates - A Rare Opportunity!  Welcome to this elegant, custom-built estate in the exclusive gated community of Rough & Ready Ranch Estates.. Designed for multigenerational living or extended guest stays, this expansive home offers two distinct living quarters: a spacious main-level residence and a second-story suite with private access.  Nearly 4,000 sq ft of thoughtfully designed living space includes 4 bedrooms, 3 bathrooms, multiple living and dining areas, custom built-ins, and ample basement storage. Soaring ceilings,180 degree views, and upscale finishes elevate the home's warmth and sophistication. Recently reviewed and refreshed, this home is redy for your personal touchesand a flooring allowance may be offered with an acceptable offer.  Set on a beautiful, private  parcel with defensible space clearance, this property provides peace of mind and scenic tranquilityjust minutes from Penn Valley, Highway 20, and Grass Valley via Highway 49. Rough and Ready is a historic Gold Country gem, offering the perfect blend of rural charm and easy access. Don't miss this rare opportunity.","3917","Active","Rough and Ready Ranch Estates","1996"
"2","Grass Valley","21792 Trotter Rd","95949","Ranch,Traditional,Farmhouse","3","","0.00","Ceiling Fan(s),Evaporative Cooler","15","","Living Room,Wood Burning,Free Standing,Gas Piped","2","3","Propane Stove,Fireplace(s),Wood Stove,See Remarks","One","775000.00","05/10/25","225057123","10.0000","435600","05/10/25","775000.00","24'+ Deep Garage,Boat Storage,Covered,RV Storage,Enclosed,Guest Parking Available,See Remarks","0","Front Porch","","No","","Residential","Booyah! Your Dream Property Awaits! Ten GORGEOUS all usable acres nestled perfectly between Auburn and Grass Valley-this slice of heaven is the ultimate blank canvas for your next adventure. Ranch? Farm? Vineyard? Forever Home? Why choose when you can have it all? POWER-UP:Two-200-amp Power Poles, Solar, and Generac Generator. Water Galore:100 GPM Well + Two Septic Systems! Workspace Heaven: Two large, insulated metal Workshops, a large metal Barn, a separate insulated Man Cave, and a fully operable Greenhouse. Nature's Bounty: Fruit Trees, wide-open Pastures, 100+year old Oak Trees and jaw-dropping views in most every direction. Whether you're dreaming of self-sufficiency, starting a vineyard, Farm, or Ranch, or just craving space to breathe, this property delivers! Value Plus... The entire home has been completely modernized right to the new metal roof! And here's the kicker - Possible Seller Financing! Close to schools, shopping, and more. About an hour to Sacramento, or Lake Tahoe...Yes, about 1 hour, really! Don't miss your chance to own your very own Shangri-La. Call the listing agent for your private tour today!","1440","Active","","1974"
"1","Penn Valley","18082 Hummingbird Dr","95946","Ranch","3","","0.00","Central","15","","Circulating,Living Room,Wood Stove","2","2","Central,Fireplace(s)","One","374900.00","05/10/25","225060819","0.3000","13068","05/10/25","374900.00","Attached,Garage Facing Front","0","Uncovered Deck","","Yes","Common Facility","Residential","Welcome to your new home in the gated Lake Wildwood community, where charm and comfort come together in a beautiful setting! This delightful 3-bedroom, 2-bathroom, single-story house offers 1,540 square feet of well-maintained living space and is move-in ready with recent updates that ensure a stress-free start. With a brand-new roof, new gutters completed in January 2025, pest clearance, plus fresh interior and exterior paint, this home is as inviting as it is worry-free. Inside, you'll enjoy a cozy family room, a formal living room, an indoor laundry room, and a kitchen that leads to a spacious deck overlooking a peaceful wooded areaperfect for relaxing or hosting friends. The level driveway, large backyard ideal for gardening, and easy one-step entry add to the home's appeal. Complete with a two-car garage and set within the serene and vibrant Lake Wildwood community, this home is ready to welcome its new owners. Schedule your tour today and start your next chapter here!","1540","Active","Lake Wildwood","1978"
"1","Penn Valley","10991 Ringtail Rd","95946","Ranch","2 (3)","","0.00","Ceiling Fan(s),Central","14","Dog Run,Entry Gate","Insert,Stone,Wood Burning","2","2","Propane,Central,Fireplace Insert","","375000.00","05/11/25","225060869","0.3500","15246","05/11/25","375000.00","Attached,Garage Door Opener,Garage Facing Front","0","Front Porch,Uncovered Deck,Enclosed Deck","","No","","Residential","Don't miss this cozy Lake Wildwood home ideally located near the clubhouse, and shopping amenities just outside the gated entrance. With a Spacious Lot, Fenced Yard, and Prime Location Near Golf Course. This property is perfect for buyers seeking resort-style living in a secure, private community.  This home features a rare, association-approved fenced yard perfect for pets, children, or keeping deer out of your garden oasis. Enjoy outdoor living on the deck, complete with stacked firewood included ready to fuel the cozy wood-burning insert for a warm and inviting winter.  Step inside to an open-concept floor plan with a vaulted ceiling in the living area, creating a spacious and airy feel. The exterior was freshly painted in 2023, and the energy-efficient mini-split in the main bedroom adds to your year-round comfort.  The finished breezeway, currently used as a home office, offering flexibility to be converted into a Third bedroom with private access to the front yard, fenced backyard, and garage ideal for a guest room.  Lake Wildwood gated community offers a stunning lake, championship golf course, clubhouse, pool, marina, tennis courts, parks, and  more. See the Lake Wildwood association website to learn more.","1471","Active","Lake Wildwood","1979"
"1","Grass Valley","15777 Norlene Way","95949","Contemporary","3","","0.00","Ceiling Fan(s),Central","13","","Living Room,Gas Log,Gas Piped","2","2","Propane,Central,Fireplace(s),Gas,Hot Water","One","519000.00","05/12/25","225042016","0.6100","26572","05/12/25","519000.00","RV Possible,Garage Door Opener,Garage Facing Front,Guest Parking Available","1","Awning,Uncovered Deck","","No","","Residential","This charming single-story home offers one of the most ideal family-friendly layouts in all of Alta Sierra - and possibly all of Grass Valley. On one side, two cozy bedrooms are connected by a convenient Jack-and-Jill bathroom  ideal for children or guests. On the opposite wing, the private master suite features direct access to the rear deck, offering a peaceful retreat.    Designed for seamless indoor-outdoor living, the home boasts large windows and spacious living areasperfect for entertaining. The luxurious en-suite bathroom includes a deep jetted tub and a separate shower, creating a spa-like atmosphere.    Step outside to a generous back deck equipped with an automatic awningperfect for weekend barbecues or relaxing in the shade. The backyard features a garden area ready for your vegetable beds or vibrant flower plantings.    Additional highlights include ample storage above the garage and a partial basement for added flexibility. Ideally located just 8-10 minutes from downtown Grass Valley, 15 minutes from Auburn, and about an hour from either Sacramento's lively city life or the scenic beauty of Lake Tahoe.    Note: The listing agent is also part-owner of the property.","1760","Active","","2002"
"1","Grass Valley","14421 You Bet Rd","95945","Craftsman","4","","0.00","Central","9","","Living Room","3","4","Central,Fireplace(s)","Multi/Split","699000.00","01/17/25","225060886","9.5300","415127","05/16/25","699000.00","RV Possible,Garage Facing Front","0","Covered Deck,Uncovered Deck","","No","","Residential","Discover the charm of this thoughtfully designed multi-level home with an open floor plan and expansive deck showcasing the stunning views of rolling fields and a peaceful pond. Set on nearly 10 acres, the property is fenced and cross fenced with lush pastures, multi-stall barn, tack room and a laundry area. A finished 600+sq ft apartment sits above, ideal for guest or rental income. Enjoy a 50-ft round pen, ample garage space, and room to create gardens, orchards or a vineyard. All this just 10 minutes from downtown-private, scenic, and incredibly convenient.","2514","Active","","1985"
"0","Penn Valley","12065 Waxwing Ct","95946","Traditional","6","","0.00","Central","9","","","3","2","Propane,Central","","715000.00","05/12/25","225054965","0.3000","13068","05/16/25","715000.00","Side-by-Side,Garage Door Opener","1","Front Porch,Uncovered Deck","","Yes","Built-In,On Lot,Dark Bottom,Pool/Spa Combo,Fenced","Residential","Pool Party Paradise in Lake Wildwood!  Make a splash this summer in your own private pool and spa, perfect for entertaining friends and family! Located on a desirable cul-de-sac within the secure gates of Lake Wildwood, this spacious 3,750+ sq ft home offers 6 bedrooms and 3.5 baths, providing plenty of room for everyone.  Enjoy casual gatherings in the welcoming family room, complete with a wet bar and cozy woodstove, or host more formal events in the living room with its inviting fireplace. Whether you're entertaining guests or relaxing with loved ones, this home has space and comfort to spare. Lake Wildwood is a premier gated community featuring a private 360-acre lake, 18-hole championship golf course, clubhouse with dining, tennis, pickleball, bocce ball, parks, beaches, and more.  Don't miss this opportunity to live the resort lifestyle every day! (Professional pictures to follow 5/26)","3752","Active","Lake Wildwood","1981"
"1","Nevada City","12569 Pasquale Rd","95959","","2 (3)","","0.00","Ceiling Fan(s)","8","","Living Room","2","2","Central,Propane Stove","Two","639000.00","05/12/25","225061410","8.7800","382457","05/17/25","639000.00","Attached,RV Access,Garage Facing Side,Guest Parking Available,Workshop in Garage","0","Uncovered Patio","","No","","Residential","Tucked away in a serene forest setting just 3 miles from historic downtown Nevada City, this sweet lodge-style home offers a perfect blend of rustic charm & modern comfort. The property spans 8.7 acres of wooded beauty, complete with access to the NID ditch trail ideal for hiking, biking or walking your dog. Inside, you'll find an inviting open-concept living room with a cozy fireplace seamlessly connected to a light & bright updated kitchen. Ideal for everyday living & entertaining. The expansive main-level primary suite includes built in closet system & access to outside. A second full bath & an oversized laundry room add convenience to the main level. A versatile upstairs loft serves perfectly as an office, kid suite or guest bedroom. The attached oversized two-car garage includes a workshop & a large finished room above with endless possibilities for a studio, game room, guest quarters or 3rd bedroom. Outdoors, enjoy a large, fenced & level grassy yard, complete with a garden area, garden shed, new concrete patio, and a covered space perfect for entertaining. Unwind in the hot tub while surrounded by vibrant dogwoods and the sounds of the cascade canal above. There's ample parking for boats, RVs, or even a future shop on the lower portion of the property.","2622","Active","","1987"
"1","Grass Valley","13045 Jupiter Dr","95945","Cabin,Cottage","3","","0.00","Ductless,MultiZone","12","Balcony","Wood Burning,Wood Stove","2","2","Ductless,Wood Stove","","550000.00","05/13/25","225061462","2.8300","123275","05/13/25","550000.00","RV Possible,Uncovered Parking Space","0","","","No","","Residential","Good vibes only for this cabin in the woods. Just a 10-minute drive from Grass Valley shopping and restaurants, secluded location with majestic pines on 2.83 level acres! This recently remodeled 3-bedroom, 2-bathroom home features granite countertops, hickory cabinets, custom shower tile, new stainless appliances, soaking tub and a large deck for entertainment.  Newly installed highly efficient ductless heating and air conditioning system complements a real wood burning stove/fireplace.  This is the house you have been waiting for...","1512","Active","","1980"
"1","Penn Valley","10107 Park View Ln","95946","Ranch","3","","0.00","Ceiling Fan(s),Central,Whole House Fan,MultiUnits","12","","Family Room","2","3","Central,Wood Stove,MultiUnits","","1095000.00","05/12/25","225061075","5.0000","217800","05/13/25","1095000.00","24'+ Deep Garage,RV Possible,Garage Door Opener","0","","","No","","Residential","Stunning remodeled home on 5 usable acres with guesthouse & pond located in an enclave of upscale homes. This beautifully remodeled single-story estate features lush landscaping, a tranquil pond, and fenced pastures. The main home features vaulted ceilings, an open floor plan, a spacious great room with media area, and a light-filled kitchen with high-end finishes. The luxurious primary suite includes a spa-like bath with heated floors, soaking tub, walk-in shower, and large walk-in closet. Enjoy serene views from every window.  A separate nicely appointed guesthouse (former office) offers excellent potential as an Airbnb, guest quarters, or private workspace. The grounds include manicured rose gardens, huge maples, dogwoods, Japanese maples, and a variety of mature fruit trees apple, peach, fig, nectarine, cherry, plum, pomegranate, Meyer lemon, and lime all watered with NID irrigation water. Extras include: owned solar, full-house generator, newer roof of the main house (2015), hot tub, orchard with raised garden beds, solar landscape lighting, detached garage/workshop, chicken coop and run, and electronic gated entry. This rare offering blends comfort, elegance, and functional outdoor living truly a place to enjoy every season.","2727","Active","","1984"
